 
999 	999 	999 	999 	999 	999 	999 	218 	999 	999 	999 	999 	999 	999 	999 	999 	999 	68 	999 	999 	260 	999 	999 	999 	999 	999 	999 	999 	999 	999 	117 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	80 	167 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	80 	999 	999 	103 	64 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	188 	999 	999 	999 	999 	999 	999 	138 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	116 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	138 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	177 	999 	999 	999 	999 	999 	999 	180 	999 	999 	64 	999 	999 	999 	999 	999 	999 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	2 	999 	999 	999 	999 	999 	999 	999 	999 	81 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	41 	168 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	81 	41 	188 	999 	 
999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	999 	117 	999 	999 	999 	999 	999 	999 	168 	999 	999 	
